275849, 267893, 4224, 3732, 388, 171, 130, 31, 31, 881, 131, 46, 18, 4092, 8
214509, 170070, 40804, 3635, 377, 197, 155, 37, 37, 914, 140, 52, 22, 4061, 8
271399, 267309, 1006, 3084, 2250, 553, 3944, 4400, 3861, 3947, 1837, 4270, 4467, 3482, 8
169372, 164889, 1391, 3092, 351, 154, 121, 30, 28, 793, 133, 42, 16, 3482, 8
208141, 203941, 1098, 3102, 383, 162, 120, 29, 29, 1609, 132, 41, 16, 3659, 8
182451, 177424, 1033, 3994, 380, 165, 121, 30, 32, 907, 130, 43, 18, 4192, 8
155338, 151106, 1024, 3208, 374, 156, 120, 29, 28, 804, 140, 43, 16, 3625, 8
166445, 162194, 1134, 3117, 352, 153, 120, 29, 28, 745, 137, 43, 16, 3513, 8
187034, 182585, 1003, 3446, 373, 156, 120, 29, 29, 1691, 137, 45, 17, 3793, 8
171738, 166927, 1377, 3434, 367, 156, 120, 29, 29, 841, 138, 41, 16, 3750, 8
318369, 313689, 1160, 3520, 5792, 2697, 4529, 2607, 4389, 3223, 2569, 4164, 3006, 4085, 8
167845, 162770, 1079, 3996, 383, 163, 120, 30, 30, 929, 131, 45, 17, 4145, 8
166430, 161632, 968, 3830, 395, 161, 120, 31, 30, 867, 131, 43, 17, 4066, 8
172343, 167627, 1243, 3473, 368, 157, 120, 30, 28, 790, 136, 43, 17, 3771, 8
340769, 335906, 1238, 3625, 440, 179, 141, 32, 32, 948, 138, 44, 18, 4238, 8
226680, 222231, 969, 3480, 362, 157, 120, 29, 29, 20270, 134, 46, 17, 3718, 8
393682, 387497, 1499, 4686, 437, 167, 121, 30, 30, 1830, 137, 52, 21, 5132, 8
165112, 160698, 995, 3419, 372, 156, 120, 29, 29, 855, 135, 43, 16, 3703, 8
165638, 161204, 945, 3489, 372, 155, 120, 30, 29, 896, 130, 40, 17, 3766, 8
155785, 151580, 1154, 3051, 363, 153, 119, 29, 29, 746, 134, 44, 16, 3483, 8
154274, 150115, 1024, 3135, 349, 157, 123, 29, 29, 771, 135, 46, 16, 3457, 8
324291, 319129, 1371, 3791, 434, 172, 121, 30, 30, 886, 134, 44, 17, 4336, 8
261518, 256475, 1636, 3407, 1179, 2307, 521, 2217, 2220, 1489, 757, 1976, 2209, 3983, 8
292968, 287682, 995, 4291, 2556, 2308, 2358, 2252, 2259, 1993, 971, 1687, 2210, 4403, 8
372834, 367713, 1192, 3929, 918, 2325, 2321, 2234, 2237, 1448, 686, 1934, 2225, 4148, 8
3128799, 3123679, 1662, 3458, 388, 159, 120, 30, 28, 782, 133, 43, 17, 3813, 8
219501, 214776, 1182, 3543, 384, 161, 123, 30, 29, 1094, 135, 43, 17, 3959, 8
174219, 169764, 1039, 3416, 374, 159, 130, 29, 29, 950, 138, 45, 17, 3673, 8
180696, 176186, 1044, 3466, 393, 160, 121, 32, 30, 850, 131, 45, 17, 3914, 8
240504, 235592, 1278, 3634, 385, 161, 120, 31, 35, 910, 134, 43, 16, 3861, 8
178287, 173611, 1047, 3629, 399, 160, 119, 30, 29, 912, 138, 44, 17, 4020, 8
198423, 193761, 1047, 3615, 390, 160, 120, 30, 29, 908, 137, 45, 17, 3964, 8
333950, 328471, 1198, 4281, 439, 200, 237, 35, 34, 1296, 145, 48, 21, 4602, 8
375791, 369449, 1264, 5078, 486, 177, 122, 33, 33, 1374, 152, 48, 20, 5515, 8
399294, 393013, 1244, 5037, 386, 165, 121, 30, 32, 1000, 138, 54, 32, 4957, 8
459390, 454470, 1261, 3659, 430, 185, 140, 31, 32, 918, 137, 48, 26, 4210, 8
325086, 320014, 1232, 3840, 1413, 2393, 2400, 2300, 2297, 1802, 855, 1857, 2206, 4153, 8
255177, 250122, 1434, 3621, 436, 165, 121, 31, 58, 24792, 136, 46, 17, 4194, 8
321088, 315347, 1292, 4449, 497, 196, 141, 38, 39, 876, 136, 48, 24, 4620, 8
342923, 338152, 1434, 3337, 609, 2400, 2394, 1896, 2312, 1795, 1021, 1862, 2208, 3699, 8
311143, 305632, 1251, 4260, 467, 173, 121, 34, 32, 1265, 132, 45, 18, 4665, 8
156576, 152007, 1097, 3472, 367, 155, 120, 30, 28, 752, 133, 42, 17, 3747, 8
189069, 184227, 1145, 3697, 382, 156, 121, 30, 30, 811, 130, 44, 17, 3944, 8
308509, 303041, 1502, 3966, 2136, 162, 123, 34, 35, 6658, 1388, 49, 23, 4452, 8
197512, 192967, 1132, 3413, 447, 157, 120, 30, 30, 1003, 137, 47, 17, 3835, 8
242893, 237843, 981, 4069, 381, 162, 122, 31, 29, 1350, 136, 46, 18, 4240, 8
258694, 253808, 1022, 3864, 387, 159, 122, 30, 29, 837, 136, 45, 17, 4050, 8
295139, 289660, 1067, 4412, 397, 164, 122, 32, 31, 909, 137, 45, 18, 4454, 8
250303, 244274, 964, 5065, 400, 179, 121, 35, 33, 1027, 137, 45, 18, 4883, 8
258162, 253727, 1012, 3423, 363, 157, 120, 29, 29, 845, 138, 44, 16, 3778, 8
270972, 266314, 1296, 3362, 355, 151, 120, 30, 36, 808, 137, 41, 16, 3662, 8
294519, 289527, 1027, 3965, 400, 165, 125, 33, 33, 944, 137, 47, 20, 4337, 8
192889, 187625, 1234, 4030, 385, 160, 121, 31, 29, 10180, 137, 46, 19, 4158, 8
253928, 248748, 1031, 4149, 400, 153, 120, 29, 30, 945, 138, 44, 17, 4042, 8
276442, 270614, 1110, 4718, 448, 180, 122, 33, 32, 1831, 136, 46, 19, 4924, 8
163382, 159057, 964, 3361, 365, 167, 121, 30, 29, 837, 134, 42, 16, 3647, 8
147027, 142896, 971, 3160, 356, 150, 118, 30, 29, 707, 128, 43, 16, 3476, 8
414641, 409470, 1037, 4134, 396, 162, 120, 31, 30, 882, 131, 45, 19, 4258, 8
167417, 162522, 1061, 3834, 370, 157, 120, 34, 31, 909, 135, 43, 16, 4050, 8
270333, 264418, 1078, 4837, 370, 169, 133, 31, 31, 1002, 140, 50, 26, 4769, 8
166370, 161956, 1073, 3341, 354, 155, 120, 28, 30, 819, 135, 44, 16, 3633, 8
217880, 213460, 956, 3464, 372, 154, 120, 30, 28, 793, 138, 42, 15, 3753, 8
176998, 172295, 1269, 3434, 370, 158, 120, 29, 29, 801, 134, 41, 16, 3802, 8
190067, 185970, 968, 3129, 358, 153, 120, 28, 28, 761, 134, 43, 16, 3562, 8
242909, 238553, 957, 3399, 910, 1379, 2308, 2220, 2221, 1801, 968, 1805, 2214, 3727, 8
173797, 169614, 1076, 3107, 350, 152, 120, 29, 29, 743, 134, 45, 16, 3532, 8
239712, 234053, 1124, 4535, 406, 161, 120, 31, 30, 886, 129, 45, 17, 4491, 8
253150, 246823, 1431, 4896, 485, 171, 121, 32, 32, 1126, 134, 45, 20, 5011, 8
174982, 170850, 976, 3156, 365, 151, 120, 29, 29, 753, 134, 41, 16, 3556, 8
527778, 521899, 1196, 4683, 421, 174, 127, 32, 32, 1004, 136, 47, 19, 4678, 8
167676, 163246, 1034, 3396, 358, 153, 120, 29, 29, 863, 138, 41, 16, 3530, 8
164547, 159881, 980, 3686, 412, 156, 119, 29, 29, 936, 138, 43, 17, 3788, 8
323201, 314432, 1130, 7639, 365, 158, 120, 30, 30, 2499, 136, 43, 17, 7138, 8
171848, 167826, 993, 3029, 349, 151, 119, 29, 28, 748, 130, 42, 15, 3365, 8
167579, 163198, 1065, 3316, 364, 152, 120, 31, 30, 831, 138, 41, 16, 3631, 8
206590, 201011, 1041, 4538, 394, 163, 123, 32, 33, 980, 132, 44, 18, 4548, 8
157778, 153578, 916, 3284, 361, 152, 119, 29, 30, 754, 129, 43, 16, 3552, 8
438343, 432212, 1253, 4878, 616, 2310, 2309, 775, 2234, 1255, 962, 55, 24, 4878, 8
353855, 349704, 1009, 3142, 382, 154, 119, 29, 30, 1018, 130, 42, 16, 3573, 8
196801, 191949, 1359, 3493, 414, 207, 170, 36, 37, 884, 142, 50, 21, 4251, 8
235087, 230839, 1092, 3156, 1488, 2411, 2397, 2323, 2319, 1712, 1072, 2078, 2297, 3700, 8
238578, 233334, 1552, 3692, 430, 162, 121, 30, 30, 2180, 136, 46, 18, 3999, 8
435978, 428759, 1208, 6011, 608, 208, 167, 46, 37, 1266, 164, 52, 30, 5672, 8
290921, 286280, 1008, 3633, 393, 160, 122, 29, 30, 1012, 136, 41, 17, 3947, 8
238579, 233697, 969, 3913, 461, 161, 120, 30, 31, 997, 155, 43, 17, 4251, 8
529125, 522757, 1286, 5082, 480, 173, 123, 33, 32, 1900, 130, 48, 20, 5177, 8
428579, 420595, 1681, 6303, 911, 199, 124, 33, 34, 1725, 134, 48, 22, 6120, 8
563571, 557159, 1602, 4810, 488, 173, 123, 33, 33, 1009, 134, 80, 22, 4991, 8
464859, 458455, 1201, 5203, 494, 178, 122, 33, 31, 1475, 147, 49, 19, 5274, 8
