362933, 292255, 28286, 42392, 4282, 1802, 1764, 402, 407, 2936, 768, 883, 202, 50497, 8
293883, 237136, 15402, 41345, 4390, 2296, 2231, 410, 412, 3065, 788, 942, 215, 50277, 8
302537, 246521, 15290, 40726, 4517, 1800, 1764, 404, 405, 3032, 2102, 872, 211, 45439, 8
326338, 266275, 15546, 44517, 4656, 1803, 1764, 404, 405, 3123, 704, 886, 212, 46308, 8
430383, 368138, 15855, 46390, 4827, 1807, 1766, 408, 406, 3357, 745, 920, 401, 56234, 8
350294, 286507, 16854, 46933, 4571, 1805, 1766, 404, 407, 3079, 727, 878, 213, 54257, 8
322712, 262167, 16191, 44354, 4338, 1787, 1749, 402, 405, 2981, 705, 890, 204, 53765, 8
325217, 271077, 8945, 45195, 4451, 1789, 1751, 406, 407, 2997, 734, 877, 204, 53623, 8
411546, 354050, 11012, 46484, 5090, 1813, 1748, 406, 409, 19897, 693, 881, 203, 57251, 8
345572, 283169, 16775, 45628, 4470, 1788, 1748, 404, 406, 3049, 735, 873, 204, 55700, 8
384213, 323832, 16639, 43742, 4599, 1796, 1752, 405, 406, 3254, 699, 881, 201, 55982, 8
314370, 260943, 8789, 44638, 4337, 1791, 1754, 405, 411, 3096, 698, 877, 204, 53720, 8
319174, 265134, 10290, 43750, 4336, 1783, 1748, 402, 407, 2953, 771, 892, 219, 52580, 8
392112, 335919, 9410, 46783, 5904, 4037, 4061, 2605, 2696, 6688, 762, 2842, 2411, 59508, 8
365261, 305805, 15139, 44317, 4909, 1800, 1751, 408, 406, 3171, 704, 873, 215, 55608, 8
314853, 260979, 9299, 44575, 4410, 1786, 1750, 403, 405, 3037, 702, 873, 207, 54120, 8
420988, 358069, 16063, 46856, 5257, 3937, 3942, 2594, 2597, 3119, 747, 881, 213, 55420, 8
333140, 272548, 16166, 44426, 4416, 1787, 1749, 406, 406, 3041, 708, 872, 210, 53740, 8
375309, 321224, 9333, 44752, 4406, 1785, 1750, 403, 406, 3031, 700, 882, 208, 53615, 8
329003, 268934, 16249, 43820, 4360, 1784, 1750, 403, 405, 3037, 767, 885, 200, 52597, 8
360745, 298820, 17125, 44800, 4670, 1841, 1801, 405, 405, 14419, 1550, 973, 242, 53362, 8
340116, 281037, 15098, 43981, 4698, 1791, 1750, 404, 409, 3088, 734, 904, 207, 55414, 8
371443, 294183, 15536, 61724, 4593, 1789, 1749, 405, 407, 18221, 730, 903, 210, 53686, 8
437115, 376102, 16859, 44154, 6989, 1840, 1751, 424, 412, 3322, 707, 945, 267, 54465, 8
507576, 441169, 13707, 52700, 13249, 3934, 3938, 2590, 2589, 5563, 753, 2723, 2400, 59155, 8
418952, 362118, 14879, 41955, 6272, 1805, 1748, 415, 413, 3308, 711, 893, 211, 53681, 8
317803, 260507, 14600, 42696, 4330, 1784, 1750, 404, 406, 3039, 734, 894, 207, 50626, 8
434002, 373705, 15324, 44973, 5533, 1787, 1747, 404, 407, 3455, 728, 896, 201, 53339, 8
425772, 365936, 16040, 43796, 4797, 1794, 1750, 423, 415, 3214, 728, 894, 207, 57686, 8
432644, 370787, 16328, 45529, 4467, 1788, 1749, 404, 407, 3097, 726, 881, 212, 53583, 8
390812, 327598, 19149, 44065, 6193, 1810, 1750, 409, 422, 3203, 778, 905, 218, 52882, 8
561664, 506788, 9871, 45005, 5676, 1813, 1753, 410, 410, 6409, 730, 899, 215, 56973, 8
528605, 464668, 16760, 47177, 7593, 3988, 4395, 2651, 2710, 5289, 3964, 2698, 2411, 54856, 8
477956, 399178, 24962, 53816, 4497, 6523, 1912, 2606, 569, 5198, 768, 2748, 884, 56272, 8
567409, 504492, 16063, 46854, 5325, 3936, 3936, 2596, 3089, 7856, 3341, 2693, 2427, 59787, 8
429256, 364648, 10811, 53797, 4978, 1794, 1750, 406, 408, 23367, 1880, 871, 208, 61522, 8
397095, 337444, 8794, 50857, 4831, 1791, 1750, 405, 407, 3751, 693, 877, 209, 60085, 8
425037, 365616, 14510, 44911, 4625, 3949, 3955, 2610, 2609, 9057, 742, 2063, 2419, 52785, 8
392470, 326370, 17712, 48388, 4799, 1791, 1750, 405, 409, 3107, 726, 882, 206, 58185, 8
382480, 329218, 10249, 43013, 4709, 1793, 1749, 407, 406, 3053, 730, 892, 206, 55059, 8
331849, 272677, 15345, 43827, 4450, 1788, 1750, 406, 405, 2988, 698, 868, 209, 52483, 8
382417, 317332, 17380, 47705, 4803, 1786, 1751, 405, 407, 3071, 699, 877, 210, 60118, 8
493328, 433035, 15292, 45001, 6314, 1789, 1753, 420, 416, 3530, 709, 896, 220, 52753, 8
370722, 315606, 10560, 44556, 4282, 1799, 1749, 404, 405, 3005, 740, 884, 212, 53768, 8
2829001, 2764420, 12540, 52041, 7164, 2588, 2730, 2781, 522, 4238, 1775, 976, 225, 64743, 8
518822, 453032, 21999, 43791, 5038, 1795, 1751, 405, 412, 3243, 702, 891, 213, 64607, 8
804522, 736382, 11895, 56245, 6514, 1831, 1775, 424, 420, 3935, 726, 886, 213, 73863, 8
465534, 400716, 20027, 44791, 4531, 1782, 1750, 405, 407, 25226, 728, 897, 209, 53806, 8
373251, 312863, 14442, 45946, 4384, 1783, 1749, 404, 406, 23915, 733, 888, 211, 54339, 8
415851, 353866, 16069, 45916, 4282, 1782, 1749, 405, 406, 42479, 696, 883, 210, 54272, 8
427514, 369273, 9258, 48983, 4573, 3936, 3937, 2594, 2601, 5584, 724, 2572, 401, 63419, 8
360616, 307788, 8894, 43934, 4661, 1796, 1756, 408, 410, 7473, 732, 891, 206, 52431, 8
319337, 255992, 8978, 54367, 4591, 1796, 1755, 410, 411, 3214, 740, 874, 211, 54040, 8
383047, 317983, 16066, 48998, 4553, 1790, 1752, 403, 406, 23909, 695, 875, 203, 57574, 8
402259, 344995, 13085, 44179, 4422, 1787, 1749, 404, 406, 3470, 699, 880, 209, 53787, 8
315784, 261501, 10326, 43957, 4332, 1782, 1749, 403, 403, 2956, 707, 874, 207, 52642, 8
372690, 308994, 15824, 47872, 5228, 3950, 3956, 2612, 2614, 5454, 736, 2655, 2406, 55227, 8
347856, 291859, 11540, 44457, 4843, 1790, 1751, 405, 405, 3136, 699, 872, 206, 53628, 8
419032, 361375, 11574, 46083, 4535, 1785, 1754, 407, 411, 3059, 731, 869, 215, 54339, 8
315860, 263195, 8845, 43820, 4270, 1782, 1750, 403, 405, 3042, 721, 873, 209, 52628, 8
314735, 262391, 8903, 43441, 4537, 1782, 1749, 403, 407, 3009, 732, 892, 206, 51141, 8
359071, 296970, 17156, 44945, 4597, 1787, 1750, 403, 406, 3101, 725, 877, 202, 57299, 8
361575, 297093, 19484, 44998, 4696, 1785, 1754, 407, 412, 3110, 766, 888, 204, 54417, 8
414814, 351495, 16486, 46833, 4717, 1801, 1754, 409, 416, 4582, 718, 2750, 2391, 55308, 8
353983, 292215, 15783, 45985, 4429, 1786, 1751, 405, 406, 3033, 724, 876, 204, 55186, 8
337829, 278986, 15104, 43739, 4868, 1788, 1751, 403, 409, 3057, 698, 881, 208, 54521, 8
381773, 318063, 15261, 48449, 4550, 1785, 1749, 405, 406, 3071, 732, 891, 199, 55513, 8
340384, 286043, 9679, 44662, 4393, 1786, 1749, 404, 406, 3075, 725, 888, 201, 53512, 8
428808, 360466, 19989, 48353, 4930, 3956, 3955, 2612, 2613, 5308, 779, 2732, 2411, 55963, 8
321218, 261950, 16469, 42799, 4293, 1783, 1748, 404, 406, 3032, 737, 870, 207, 50800, 8
338743, 281058, 14526, 43159, 4484, 1784, 1748, 405, 405, 3063, 727, 866, 209, 52046, 8
480361, 410475, 16439, 53447, 7015, 6121, 6120, 3412, 4780, 3098, 762, 876, 209, 60426, 8
327961, 269906, 14847, 43208, 4465, 1782, 1750, 403, 405, 3038, 765, 887, 200, 51940, 8
348684, 285628, 15561, 47495, 4662, 1790, 1750, 404, 406, 3183, 731, 884, 207, 57061, 8
349846, 289974, 16077, 43795, 4370, 1786, 1751, 403, 406, 3111, 701, 869, 208, 52772, 8
501037, 431369, 22484, 47184, 6183, 2041, 2061, 498, 482, 3324, 842, 922, 220, 67883, 8
448105, 382598, 15905, 49602, 4710, 1786, 1751, 405, 407, 3097, 699, 867, 207, 58819, 8
463955, 399473, 17202, 47280, 4595, 1787, 1751, 405, 407, 3112, 736, 873, 207, 56076, 8
