7351, 47387
37220, 37159
8220, 38276
8075, 35359
49906, 40158
9067, 46135
7576, 36697
8496, 37512
8495, 37712
7975, 40282
8028, 41312
8111, 37979
7802, 37076
8574, 42787
7676, 34710
8332, 42406
9301, 42970
7467, 35553
7399, 33889
24579, 35313
7489, 34973
8794, 40224
8323, 41998
7727, 37054
7793, 38751
7652, 40432
8138, 39959
7281, 34771
7604, 33594
7484, 33599
