10, 2184
8, 11
12, 13
8, 2210
8, 12
15, 16
10, 77
15, 15
8, 11
12, 2720
9, 10
12, 13
9, 11
13, 14
13, 14
8, 11
8, 11
9, 2165
10, 12
15, 16
8, 11
11, 13
21, 23
11, 12
13, 15
8, 12
13, 14
12, 14
8, 10
13, 16
