9, 12
8, 10
11, 14
8, 10
11, 11
8, 2260
11, 14
9, 10
7, 10
11, 13
8, 10
9, 12
9, 10
13, 14
12, 14
9, 14
12, 14
11, 13
13, 14
12, 14
11, 11
10, 13
9, 10
11, 2228
13, 14
8, 9
16, 14
10, 12
11, 12
12, 16
