1024, 0.600000, 0.222424, 8 
2048, 0.600000, 0.388790, 8 
4096, 0.600000, 1.360313, 8 
5120, 0.600000, 2.025707, 8 
7680, 0.600000, 5.282166, 8 
10240, 0.600000, 9.732267, 8 
12800, 0.600000, 13.135943, 8 
1024, 0.600000, 0.210890, 8 
2048, 0.600000, 0.318843, 8 
4096, 0.600000, 1.264456, 8 
5120, 0.600000, 2.188239, 8 
7680, 0.600000, 4.496243, 8 
10240, 0.600000, 7.990494, 8 
12800, 0.600000, 13.875328, 8 
1024, 0.600000, 0.123392, 8 
2048, 0.600000, 0.527886, 8 
4096, 0.600000, 1.939914, 8 
5120, 0.600000, 1.929906, 8 
7680, 0.600000, 4.985758, 8 
10240, 0.600000, 7.813471, 8 
12800, 0.600000, 13.548927, 8 
1024, 0.600000, 0.105192, 8 
2048, 0.600000, 0.347420, 8 
4096, 0.600000, 1.265099, 8 
5120, 0.600000, 2.377307, 8 
7680, 0.600000, 5.450192, 8 
10240, 0.600000, 9.825233, 8 
12800, 0.600000, 13.912976, 8 
1024, 0.600000, 0.090740, 8 
2048, 0.600000, 0.321652, 8 
4096, 0.600000, 1.367505, 8 
5120, 0.600000, 2.843688, 8 
7680, 0.600000, 4.702515, 8 
10240, 0.600000, 8.795185, 8 
12800, 0.600000, 13.581870, 8 
1024, 0.600000, 0.093714, 8 
2048, 0.600000, 0.369658, 8 
4096, 0.600000, 1.542551, 8 
5120, 0.600000, 1.996392, 8 
7680, 0.600000, 4.818160, 8 
10240, 0.600000, 8.835810, 8 
12800, 0.600000, 14.376576, 8 
1024, 0.600000, 0.103651, 8 
2048, 0.600000, 0.353886, 8 
4096, 0.600000, 1.421024, 8 
5120, 0.600000, 2.406339, 8 
7680, 0.600000, 5.175123, 8 
10240, 0.600000, 9.614091, 8 
12800, 0.600000, 13.365773, 8 
1024, 0.600000, 0.098663, 8 
2048, 0.600000, 0.345996, 8 
4096, 0.600000, 1.281268, 8 
5120, 0.600000, 2.603540, 8 
7680, 0.600000, 6.307603, 8 
10240, 0.600000, 8.801053, 8 
12800, 0.600000, 14.689699, 8 
1024, 0.600000, 0.125661, 8 
2048, 0.600000, 0.360917, 8 
4096, 0.600000, 1.630579, 8 
5120, 0.600000, 2.323052, 8 
7680, 0.600000, 4.861177, 8 
10240, 0.600000, 8.701719, 8 
12800, 0.600000, 15.281617, 8 
1024, 0.600000, 0.102651, 8 
2048, 0.600000, 0.523289, 8 
4096, 0.600000, 1.424621, 8 
5120, 0.600000, 2.374656, 8 
7680, 0.600000, 5.124023, 8 
10240, 0.600000, 8.572316, 8 
12800, 0.600000, 14.839966, 8 
1024, 1.100000, 0.125821, 8 
2048, 1.100000, 0.362764, 8 
4096, 1.100000, 1.564898, 8 
5120, 1.100000, 2.561681, 8 
7680, 1.100000, 5.343187, 8 
10240, 1.100000, 10.865589, 8 
12800, 1.100000, 15.327304, 8 
