1024, 0.600000, 0.046955, 32 
2048, 0.600000, 0.133634, 32 
4096, 0.600000, 0.516212, 32 
5120, 0.600000, 0.796062, 32 
7680, 0.600000, 1.857410, 32 
10240, 0.600000, 3.289672, 32 
12800, 0.600000, 6.463228, 32 
1024, 0.600000, 0.083788, 32 
2048, 0.600000, 0.290801, 32 
4096, 0.600000, 0.692772, 32 
5120, 0.600000, 2.290487, 32 
7680, 0.600000, 2.211917, 32 
10240, 0.600000, 5.045298, 32 
12800, 0.600000, 8.539286, 32 
1024, 0.600000, 0.062420, 32 
2048, 0.600000, 0.178522, 32 
4096, 0.600000, 0.619464, 32 
5120, 0.600000, 1.104154, 32 
7680, 0.600000, 3.411279, 32 
10240, 0.600000, 3.927102, 32 
12800, 0.600000, 7.636732, 32 
1024, 0.600000, 0.098699, 32 
2048, 0.600000, 0.138839, 32 
4096, 0.600000, 1.238329, 32 
5120, 0.600000, 1.490388, 32 
7680, 0.600000, 3.002641, 32 
10240, 0.600000, 4.241143, 32 
12800, 0.600000, 7.330136, 32 
1024, 0.600000, 0.095256, 32 
2048, 0.600000, 0.249050, 32 
4096, 0.600000, 0.905410, 32 
5120, 0.600000, 1.261828, 32 
7680, 0.600000, 1.760415, 32 
10240, 0.600000, 4.691052, 32 
12800, 0.600000, 8.451909, 32 
1024, 0.600000, 0.064843, 32 
2048, 0.600000, 0.287979, 32 
4096, 0.600000, 1.269785, 32 
5120, 0.600000, 1.069428, 32 
7680, 0.600000, 2.401262, 32 
10240, 0.600000, 3.924937, 32 
12800, 0.600000, 6.957102, 32 
1024, 0.600000, 0.063200, 32 
2048, 0.600000, 0.354406, 32 
4096, 0.600000, 0.773194, 32 
5120, 0.600000, 0.855023, 32 
7680, 0.600000, 2.346639, 32 
10240, 0.600000, 4.860777, 32 
12800, 0.600000, 6.041352, 32 
1024, 0.600000, 0.107302, 32 
2048, 0.600000, 0.256701, 32 
4096, 0.600000, 1.114314, 32 
5120, 0.600000, 0.819019, 32 
7680, 0.600000, 1.758236, 32 
10240, 0.600000, 5.239965, 32 
